ds,AA,AAPL,AIG,AMGN,AMZN,AXP,BA,BAC,C,CAT,CRM,CSCO,CVX,DD,DIS,GE,GS,HD,HON,HPQ,IBM,INTC,IP,JNJ,JPM,KO,MCD,MMM,MO,MRK,MSFT,NKE,NVDA,PFE,PG,SHW,T,TRV,UNH,VZ,WMT,XOM
2014-05-01,-0.11466286411939977,-0.09832846480189959,-0.08664627688860424,-0.036539673040107176,-0.09586757028532832,-0.04491101461239504,-0.0554563001907178,-0.12177838863768668,-0.11323188815225158,-0.09738760304606014,-0.12246354688407228,-0.06994541496079971,-0.05257398982943065,-0.048832878759823055,-0.05953570410211202,-0.06238102793869298,-0.09595833839682356,-0.03552522885609235,-0.04377160965315381,-0.12443562411771844,-0.0464126862340425,-0.06086113335961363,-0.05700655126934325,-0.03304618207523089,-0.06759864392585084,-0.037674222352082176,-0.028662767412127213,-0.0477077149482356,-0.041846195301330096,-0.039438140607243766,-0.04692486998496726,-0.03388252050801183,-0.08592589075022762,-0.04618772725476823,-0.035553717173376354,-0.04139169801717127,-0.034819875301559375,-0.05026715707162371,-0.04601142282955159,-0.042079889149592646,-0.04064283425313356,-0.04877091321712651
2014-06-01,-0.11406368721896264,-0.09612604348604928,-0.08379170690355384,-0.03344870697242452,-0.09522336802220159,-0.04508682220280694,-0.053505689154760123,-0.11991227978890624,-0.1105544235434814,-0.09907725539988538,-0.12467418923741823,-0.0644758692010045,-0.051847666007011656,-0.04881384976808408,-0.05695327697657171,-0.061384074466523345,-0.09406911410672245,-0.03462314898407729,-0.04440397809913547,-0.12371168445124624,-0.06069847459275714,-0.059437505381411966,-0.056728854386019774,-0.03366316408324496,-0.06727727839928861,-0.0373248554136801,-0.029794804346523103,-0.04620802658731346,-0.04210463480151091,-0.04038833065001877,-0.045578371237442246,-0.03178458246438533,-0.08518436039041757,-0.051644088426346796,-0.03706538589234558,-0.0426021143002241,-0.03544197243567822,-0.048368378089049105,-0.04415434531521551,-0.04190886380958166,-0.04178863422850357,-0.04699341056090443
2014-07-01,-0.1098589946834132,-0.0942271144844987,-0.08432891522599062,-0.03171827115507306,-0.09523799193862523,-0.04411758049154143,-0.05419730633675615,-0.11732063552240202,-0.11116083649806897,-0.0911694402834901,-0.12119931752979389,-0.058776846033576205,-0.050787196570830445,-0.05048091048404395,-0.05340063362937842,-0.06080969052955021,-0.09120323451489207,-0.03432448645114996,-0.043323422185878736,-0.12150508094632567,-0.061561996441075614,-0.07350980907753513,-0.0538216709699874,-0.03251868735271597,-0.0659693537083856,-0.036539888143880525,-0.030922588676848856,-0.04620523227854085,-0.036588469103068275,-0.03928957204291954,-0.04615194618981611,-0.03218375531595996,-0.07598469334692513,-0.05050671069324412,-0.035729144744639285,-0.028065016275035447,-0.035396092387941606,-0.047657340757012834,-0.04490726377492904,-0.04270719212249302,-0.041366132117772375,-0.046221171298489426
2014-08-01,-0.10508156735671996,-0.0757368400634411,-0.08500444132422498,-0.027127114647255774,-0.09869555204680053,-0.049967060099651996,-0.05437099175547916,-0.11632089763065287,-0.10789196615538652,-0.09336718816454641,-0.12223493300513606,-0.05905077133263914,-0.051384670736050075,-0.05093722295170293,-0.05305644845130812,-0.06060254112072418,-0.09069480327773492,-0.0334120343397127,-0.043834608572056136,-0.11904553233793755,-0.061676492483465045,-0.07230552917952424,-0.05497851365383606,-0.03488525027667666,-0.064633049814995,-0.04106483983436702,-0.034266353652495626,-0.0418460546624715,-0.037448491850150534,-0.03899520928053122,-0.046675128519234714,-0.034153151670274565,-0.0566736085990534,-0.04624823245989957,-0.035269142394400675,-0.025652252788954197,-0.030858733678546336,-0.04608129040502531,-0.04290789262557327,-0.03805886680773289,-0.04169271022482533,-0.046158514438478
2014-09-01,-0.09241077337752956,-0.07333004056329095,-0.07774364248182977,-0.0256899710193676,-0.09547359134840802,-0.049216693194624704,-0.051490860329867605,-0.11292322594031044,-0.09106510616149631,-0.08888185457651417,-0.11045133378438557,-0.057963409730680863,-0.0495076503812988,-0.050301822414591406,-0.0316999206471978,-0.049372837163141614,-0.07454715344038634,-0.02783323762840132,-0.03595283618001573,-0.11633422392043305,-0.047692513759921916,-0.06091055469719464,-0.04901971445620983,-0.034308061844468274,-0.06209796346900471,-0.045888506018491634,-0.03577546117416604,-0.03990680965308627,-0.036691724902280586,-0.03650709128311763,-0.04440311877250106,-0.03379963322555096,-0.06972624619019512,-0.04493983503368967,-0.03484612504666291,-0.023537361192287082,-0.03063624490691516,-0.03875743822603268,-0.03551952736149807,-0.039158691177828144,-0.041220826957864415,-0.03300306439012587
2014-10-01,-0.0800560453970255,-0.07341512647701,-0.048007573366541594,-0.025269710532752346,-0.09696269946746602,-0.04251999348685534,-0.048598580582216055,-0.1081187581151454,-0.08301716393788265,-0.08935651291851655,-0.10114297180615783,-0.04455940107248723,-0.04991575271444643,-0.03904704608783675,-0.027857589488578246,-0.04704719823469471,-0.063720155392275,-0.02813437581421052,-0.02376462007931555,-0.11024145419260797,-0.0484884759968624,-0.0627630510967077,-0.04095358251086567,-0.03269790751917771,-0.06139636423983741,-0.038578054598357975,-0.03366843074951653,-0.03244247707670451,-0.034459381808771825,-0.03655496322271261,-0.035412788401104955,-0.03198540321246772,-0.06936826171495963,-0.03192088401994871,-0.03441746476017151,-0.022965141608785267,-0.030452781135366553,-0.03465772642201929,-0.034838952027724183,-0.03954773886552169,-0.04020097872758795,-0.04499009977669765
2014-12-01,-0.07863229231262363,-0.057006207410581954,-0.04763820329743541,-0.025671136095527798,-0.09038156045578316,-0.03589105147489152,-0.048124393976770936,-0.09909064550882257,-0.07647355161651653,-0.07056855083059413,-0.09388137015088843,-0.05508129282507696,-0.05548340043214153,-0.04864248422241565,-0.029080695800432856,-0.037526065871538325,-0.06139635220406988,-0.02616145572259367,-0.01336831744548033,-0.1076656911799041,-0.067018148367296,-0.06454645173165005,-0.043346271839266835,-0.032714330936374825,-0.05935587586061864,-0.04274137384221618,-0.03388138803043135,-0.03243803957270787,-0.0339182603107661,-0.03718661889400261,-0.034877872592668446,-0.02899634477635719,-0.055042764753988296,-0.033987319218788,-0.03285634360882751,-0.021263096093701,-0.03086308337613486,-0.031468834907851836,-0.03678505061577669,-0.03999621601769789,-0.03933430862362893,-0.04890079552872106
2015-01-01,-0.07726754061616853,-0.07034937018215268,-0.0468937821124305,-0.02975351342370889,-0.08275200510639365,-0.035201629006053954,-0.05094674191693293,-0.08846497821513201,-0.07522772934744337,-0.0710069469555401,-0.08677246780223197,-0.054599052740331576,-0.05556784642122156,-0.05201279741678228,-0.029854704704297,-0.042297216791922186,-0.05903395406232958,-0.02422218671909598,-0.013272582520064705,-0.10472825127726737,-0.0666268516890801,-0.06458911723790615,-0.04470364559593577,-0.034114199673165035,-0.0513609002650058,-0.0474911861859813,-0.03295698375935875,-0.0319855047650225,-0.035394887543941864,-0.04186851956783908,-0.03612275711429949,-0.03222116450869322,-0.05034485387732425,-0.03553122127246285,-0.03357423454828433,-0.020340506257859214,-0.03593149411760799,-0.03253848502042893,-0.037180096822859346,-0.04620277383603185,-0.04092866714106425,-0.03877551712650222
2015-02-01,-0.07256768116482265,-0.07217399753762796,-0.05266589947550275,-0.038986429234620576,-0.08973654799013456,-0.047744832224642465,-0.05053168198848121,-0.0969062052246238,-0.08355940402715721,-0.08019339502949437,-0.0874071265540513,-0.057395012749604714,-0.05991254984906153,-0.05308862574877742,-0.032797922913092636,-0.04822469889289903,-0.06856661523216827,-0.025788523239322233,-0.015758978492782905,-0.10991967768039332,-0.06917858498305077,-0.07154471785268679,-0.046625780197370105,-0.039706343912154954,-0.06111243105025881,-0.0472133383460216,-0.031579557328950375,-0.02591365012453322,-0.03574706105008546,-0.04069701475205824,-0.04356071406895583,-0.03435869808915978,-0.05269021976561357,-0.03513398810435121,-0.03411969947049372,-0.014892959329930332,-0.035723139434142195,-0.032987653500495574,-0.036356797538481464,-0.04260967254065363,-0.04147178961287355,-0.05328568299772933
2015-03-01,-0.07412147269618741,-0.0648113356563805,-0.05354069986273088,-0.03802302692302577,-0.07810684461809846,-0.048985277298639156,-0.049772869492625466,-0.09538176432045992,-0.085768351597588,-0.08036520573280101,-0.08731358496916661,-0.05414361689424868,-0.060404463897873475,-0.052377967749523135,-0.032046246373729735,-0.051169787907240916,-0.06711430434625837,-0.027643749665279504,-0.016515827990355458,-0.10826075260491633,-0.06886001336741351,-0.07185179379531362,-0.047152795329515086,-0.03869912263750952,-0.0607699314838081,-0.04673464228194226,-0.03542152270204646,-0.02511196159334504,-0.03574104542450187,-0.041426240751149965,-0.05036546859924802,-0.03416869828434137,-0.04992320698133871,-0.03274453454416285,-0.03522882453777089,-0.01506719471848962,-0.03546803881106935,-0.03158227669911865,-0.03655134139131701,-0.04320417145955434,-0.04273694062933709,-0.05384532673601514
2015-05-01,-0.08517731320820601,-0.06761901141330003,-0.0538561389040237,-0.0392520404195007,-0.08228261914958243,-0.04740219173180212,-0.051846113127552024,-0.08769619450747063,-0.08523828173484213,-0.0761010539599668,-0.08826535082287477,-0.05730387461186025,-0.05852433844249549,-0.05159515094888538,-0.03157480641442493,-0.05351364876654351,-0.06587038284462864,-0.036649658733240525,-0.023750768142113295,-0.10904255309069265,-0.06962403339172224,-0.07397173574604542,-0.04034620044140675,-0.039674563685533654,-0.06221792879639274,-0.05536603141116338,-0.03552605568914837,-0.03912715945953353,-0.048103091202769156,-0.04178253647341974,-0.054531247600707315,-0.03476351876908558,-0.04503241033352905,-0.03472657274743463,-0.035449587267253245,-0.020274149668188093,-0.05042597798374335,-0.03628429504756372,-0.03729474501470599,-0.044280548304261806,-0.04731306755698005,-0.05408209325280428
2015-06-01,-0.07461614891555945,-0.06618309562021986,-0.04765857875023452,-0.03892120508080536,-0.07406849862477287,-0.04248803780043915,-0.048400235519324854,-0.08409917628044536,-0.0749193458807323,-0.07064806855391469,-0.08225518705881855,-0.05861593735900763,-0.0583896837512785,-0.04690135013425203,-0.032828536622032965,-0.052623609459624236,-0.0564733522346478,-0.029532439373978325,-0.014364281416638506,-0.10634678055574134,-0.06699909137100821,-0.067556129379976,-0.03267440841146197,-0.03806530570664562,-0.045588652561363005,-0.05451338103500305,-0.027674045871795238,-0.025725580772512063,-0.04744758045262272,-0.039987144338951106,-0.055341129992918583,-0.03494271626946802,-0.04390204918122394,-0.030704715503415046,-0.03526132074412935,-0.01852874521076441,-0.051582176120313857,-0.03549122284498302,-0.035123231286962826,-0.04576863652077658,-0.04882925183031291,-0.03895839650762618
2015-07-01,-0.08740177820280584,-0.06740695037405739,-0.04492609181630455,-0.04077721225834097,-0.07576839420764102,-0.04436907766976899,-0.05062590645614818,-0.07376253652203997,-0.07524845319909963,-0.06995169387097047,-0.08337433641991236,-0.06312934873579695,-0.05971584108814159,-0.04777497664103901,-0.03357518073018411,-0.053083057077977364,-0.056214792718028185,-0.03164361460824103,-0.017152145516117667,-0.10601848338056281,-0.06844596194238141,-0.07399553048650266,-0.04000155010865368,-0.03523172595895122,-0.04691442065666644,-0.056972718108322495,-0.02764748575424783,-0.02707955957018753,-0.05113943239428299,-0.04487600516455708,-0.05313817373840799,-0.03191223912440889,-0.049427005557031764,-0.032831292640117304,-0.03485069951691118,-0.023299794277432454,-0.05200529627542708,-0.04167348405427067,-0.03606934830542265,-0.05448403828301411,-0.052137975158450194,-0.04091281885710481
2015-08-01,-0.09063410270008429,-0.06959440998591856,-0.043122320031104916,-0.040294699018915095,-0.0752884248564561,-0.04462207740409015,-0.04938877022785237,-0.0644903765542585,-0.07334551178557334,-0.07348081289077894,-0.07430232848201358,-0.0635870896881211,-0.06556625108560436,-0.047666278348177486,-0.03251560517183987,-0.05353629637303148,-0.05817016942492151,-0.029588878372146105,-0.017412474431258304,-0.10296150377334497,-0.0686172018857099,-0.07434765441786587,-0.03830563702133644,-0.035130440018654785,-0.04680867182836823,-0.05654604467545106,-0.03222701960847063,-0.02811776903994435,-0.05203235612955729,-0.04409145293831055,-0.05305708985247121,-0.03182334027887442,-0.04908522142286982,-0.034444130634948694,-0.034289543993078576,-0.02344279986287451,-0.054375736577203286,-0.03955462394144657,-0.030275715985290566,-0.054814307410447405,-0.050776960182718184,-0.04379369491112956
2015-09-01,-0.0921112954367744,-0.07479418981988857,-0.04747813278185664,-0.04756502532086424,-0.07827591604274811,-0.044760390740534124,-0.05243640313877074,-0.085824955635342,-0.07833182389239879,-0.07455442505808146,-0.06912968302710601,-0.06790761395575245,-0.07685766146236077,-0.05192462100514973,-0.038644537839645235,-0.05485613104948946,-0.06505147176717233,-0.027873429688033503,-0.023483994565734332,-0.10312932339877723,-0.07186364255284047,-0.07380072387125165,-0.047811668411218165,-0.04209409569633013,-0.06024072487777507,-0.05129572124793521,-0.039540493687748784,-0.03144597748277108,-0.04806022075853771,-0.047951513934382795,-0.05511580005424352,-0.03416100477351174,-0.04722385230174732,-0.03788409513373168,-0.04050082213020911,-0.03303121421048013,-0.05464382279178742,-0.04505198113661392,-0.035709556892367815,-0.05365823668021166,-0.055451349323233326,-0.050659254880759064
