unique_id,Model,Alpha,Level,Coverage,Width %,ACE %,N
MO,Naive,0.2,80%,0.75,24.95,-5.0,36
MO,RWD,0.2,80%,0.75,24.98,-5.0,36
MO,HistoricAverage,0.2,80%,0.8056,14.71,0.56,36
MO,AutoETS,0.2,80%,0.8056,14.71,0.56,36
MO,AutoARIMA,0.2,80%,0.7778,14.68,-2.22,36
MRK,WindowAverage,0.1,90%,0.8056,16.85,-9.44,36
MRK,Naive,0.1,90%,0.8889,22.66,-1.11,36
MRK,RWD,0.1,90%,0.8889,22.73,-1.11,36
MRK,HistoricAverage,0.1,90%,0.8056,16.11,-9.44,36
MRK,AutoETS,0.1,90%,0.8056,16.11,-9.44,36
MRK,AutoARIMA,0.1,90%,0.8056,16.47,-9.44,36
MRK,WindowAverage,0.15,85%,0.7778,15.0,-7.22,36
MRK,Naive,0.15,85%,0.8611,18.92,1.11,36
MRK,RWD,0.15,85%,0.8611,18.96,1.11,36
MRK,HistoricAverage,0.15,85%,0.8056,14.95,-4.44,36
MRK,AutoETS,0.15,85%,0.8056,14.95,-4.44,36
MRK,AutoARIMA,0.15,85%,0.75,14.65,-10.0,36
MRK,WindowAverage,0.2,80%,0.75,13.83,-5.0,36
MRK,Naive,0.2,80%,0.7778,17.7,-2.22,36
MRK,RWD,0.2,80%,0.7778,17.75,-2.22,36
MRK,HistoricAverage,0.2,80%,0.75,13.74,-5.0,36
MRK,AutoETS,0.2,80%,0.75,13.74,-5.0,36
MRK,AutoARIMA,0.2,80%,0.7222,13.74,-7.78,36
MSFT,WindowAverage,0.1,90%,0.9167,21.74,1.67,36
MSFT,Naive,0.1,90%,0.9722,29.49,7.22,36
MSFT,RWD,0.1,90%,0.9722,29.56,7.22,36
MSFT,HistoricAverage,0.1,90%,0.8889,20.36,-1.11,36
MSFT,AutoETS,0.1,90%,0.9167,20.9,1.67,36
MSFT,AutoARIMA,0.1,90%,0.9167,21.08,1.67,36
MSFT,WindowAverage,0.15,85%,0.8889,18.55,3.89,36
MSFT,Naive,0.15,85%,0.9444,27.44,9.44,36
MSFT,RWD,0.15,85%,0.9444,27.47,9.44,36
MSFT,HistoricAverage,0.15,85%,0.8611,17.22,1.11,36
MSFT,AutoETS,0.15,85%,0.8889,18.36,3.89,36
MSFT,AutoARIMA,0.15,85%,0.8889,18.45,3.89,36
MSFT,WindowAverage,0.2,80%,0.8333,16.87,3.33,36
MSFT,Naive,0.2,80%,0.8333,24.53,3.33,36
MSFT,RWD,0.2,80%,0.8333,24.6,3.33,36
MSFT,HistoricAverage,0.2,80%,0.8611,16.03,6.11,36
MSFT,AutoETS,0.2,80%,0.8611,16.45,6.11,36
MSFT,AutoARIMA,0.2,80%,0.8611,16.48,6.11,36
NKE,WindowAverage,0.1,90%,0.9722,25.72,7.22,36
NKE,Naive,0.1,90%,0.9444,35.04,4.44,36
NKE,RWD,0.1,90%,0.9444,35.12,4.44,36
NKE,HistoricAverage,0.1,90%,0.9167,25.66,1.67,36
NKE,AutoETS,0.1,90%,0.9167,25.66,1.67,36
NKE,AutoARIMA,0.1,90%,0.9167,25.99,1.67,36
NKE,WindowAverage,0.15,85%,0.8889,23.19,3.89,36
NKE,Naive,0.15,85%,0.9444,30.17,9.44,36
NKE,RWD,0.15,85%,0.9444,30.26,9.44,36
NKE,HistoricAverage,0.15,85%,0.8889,23.14,3.89,36
NKE,AutoETS,0.15,85%,0.8889,23.14,3.89,36
NKE,AutoARIMA,0.15,85%,0.8611,23.94,1.11,36
NKE,WindowAverage,0.2,80%,0.8889,21.42,8.89,36
NKE,Naive,0.2,80%,0.8333,26.92,3.33,36
NKE,RWD,0.2,80%,0.8333,26.96,3.33,36
NKE,HistoricAverage,0.2,80%,0.8333,21.03,3.33,36
NKE,AutoETS,0.2,80%,0.8333,21.03,3.33,36
NKE,AutoARIMA,0.2,80%,0.8333,21.7,3.33,36
NVDA,WindowAverage,0.1,90%,0.9722,45.06,7.22,36
NVDA,Naive,0.1,90%,1.0,68.26,10.0,36
NVDA,RWD,0.1,90%,1.0,68.42,10.0,36
NVDA,HistoricAverage,0.1,90%,0.9444,44.76,4.44,36
NVDA,AutoETS,0.1,90%,1.0,44.44,10.0,36
NVDA,AutoARIMA,0.1,90%,1.0,43.82,10.0,36
NVDA,WindowAverage,0.15,85%,0.9444,42.99,9.44,36
NVDA,Naive,0.15,85%,0.9444,56.82,9.44,36
NVDA,RWD,0.15,85%,0.9444,56.96,9.44,36
NVDA,HistoricAverage,0.15,85%,0.9167,41.88,6.67,36
NVDA,AutoETS,0.15,85%,0.9444,42.57,9.44,36
NVDA,AutoARIMA,0.15,85%,0.9444,42.7,9.44,36
NVDA,WindowAverage,0.2,80%,0.9167,39.27,11.67,36
NVDA,Naive,0.2,80%,0.9167,47.79,11.67,36
NVDA,RWD,0.2,80%,0.9167,47.96,11.67,36
NVDA,HistoricAverage,0.2,80%,0.8889,39.54,8.89,36
NVDA,AutoETS,0.2,80%,0.9167,39.94,11.67,36
NVDA,AutoARIMA,0.2,80%,0.9444,41.56,14.44,36
PFE,WindowAverage,0.1,90%,0.9444,19.94,4.44,36
PFE,Naive,0.1,90%,0.9722,29.78,7.22,36
PFE,RWD,0.1,90%,0.9722,29.84,7.22,36
PFE,HistoricAverage,0.1,90%,0.9722,19.79,7.22,36
PFE,AutoETS,0.1,90%,0.9722,19.83,7.22,36
PFE,AutoARIMA,0.1,90%,0.9722,19.81,7.22,36
PFE,WindowAverage,0.15,85%,0.8611,18.12,1.11,36
PFE,Naive,0.15,85%,0.9444,26.54,9.44,36
PFE,RWD,0.15,85%,0.9444,26.61,9.44,36
PFE,HistoricAverage,0.15,85%,0.9722,18.25,12.22,36
PFE,AutoETS,0.15,85%,0.9444,18.2,9.44,36
PFE,AutoARIMA,0.15,85%,0.9444,18.07,9.44,36
PFE,WindowAverage,0.2,80%,0.8611,16.82,6.11,36
PFE,Naive,0.2,80%,0.8611,23.19,6.11,36
PFE,RWD,0.2,80%,0.8611,23.25,6.11,36
PFE,HistoricAverage,0.2,80%,0.9444,16.64,14.44,36
PFE,AutoETS,0.2,80%,0.9167,16.51,11.67,36
PFE,AutoARIMA,0.2,80%,0.8889,16.32,8.89,36
PG,WindowAverage,0.1,90%,0.9167,17.14,1.67,36
PG,Naive,0.1,90%,0.8611,26.12,-3.89,36
PG,RWD,0.1,90%,0.8611,26.16,-3.89,36
PG,HistoricAverage,0.1,90%,0.9167,16.76,1.67,36
PG,AutoETS,0.1,90%,0.9167,16.77,1.67,36
PG,AutoARIMA,0.1,90%,0.8889,17.58,-1.11,36
PG,WindowAverage,0.15,85%,0.8889,15.14,3.89,36
PG,Naive,0.15,85%,0.8611,23.57,1.11,36
PG,RWD,0.15,85%,0.8611,23.61,1.11,36
PG,HistoricAverage,0.15,85%,0.8889,15.22,3.89,36
PG,AutoETS,0.15,85%,0.8889,15.22,3.89,36
PG,AutoARIMA,0.15,85%,0.8611,15.91,1.11,36
PG,WindowAverage,0.2,80%,0.8333,13.85,3.33,36
PG,Naive,0.2,80%,0.8056,21.65,0.56,36
PG,RWD,0.2,80%,0.8056,21.7,0.56,36
PG,HistoricAverage,0.2,80%,0.8056,13.7,0.56,36
PG,AutoETS,0.2,80%,0.8056,13.7,0.56,36
PG,AutoARIMA,0.2,80%,0.8056,14.14,0.56,36
SHW,WindowAverage,0.1,90%,0.8611,26.34,-3.89,36
SHW,Naive,0.1,90%,0.8889,37.09,-1.11,36
SHW,RWD,0.1,90%,0.8889,37.09,-1.11,36
SHW,HistoricAverage,0.1,90%,0.8611,26.08,-3.89,36
SHW,AutoETS,0.1,90%,0.8611,26.09,-3.89,36
SHW,AutoARIMA,0.1,90%,0.8611,26.08,-3.89,36
SHW,WindowAverage,0.15,85%,0.8056,21.8,-4.44,36
SHW,Naive,0.15,85%,0.8333,33.47,-1.67,36
SHW,RWD,0.15,85%,0.8333,33.55,-1.67,36
SHW,HistoricAverage,0.15,85%,0.8056,21.23,-4.44,36
SHW,AutoETS,0.15,85%,0.8056,21.23,-4.44,36
SHW,AutoARIMA,0.15,85%,0.8056,21.23,-4.44,36
SHW,WindowAverage,0.2,80%,0.75,18.47,-5.0,36
SHW,Naive,0.2,80%,0.75,29.76,-5.0,36
SHW,RWD,0.2,80%,0.75,29.89,-5.0,36
SHW,HistoricAverage,0.2,80%,0.7778,18.43,-2.22,36
SHW,AutoETS,0.2,80%,0.7778,18.44,-2.22,36
SHW,AutoARIMA,0.2,80%,0.7778,18.44,-2.22,36
T,WindowAverage,0.1,90%,0.9167,20.63,1.67,36
T,Naive,0.1,90%,0.9722,29.31,7.22,36
T,RWD,0.1,90%,0.9722,29.45,7.22,36
T,HistoricAverage,0.1,90%,0.9167,20.05,1.67,36
T,AutoETS,0.1,90%,0.9167,20.14,1.67,36
T,AutoARIMA,0.1,90%,0.9167,20.06,1.67,36
T,WindowAverage,0.15,85%,0.8056,18.55,-4.44,36
T,Naive,0.15,85%,0.9167,25.94,6.67,36
T,RWD,0.15,85%,0.9167,26.06,6.67,36
T,HistoricAverage,0.15,85%,0.8611,18.57,1.11,36
T,AutoETS,0.15,85%,0.8611,18.98,1.11,36
T,AutoARIMA,0.15,85%,0.8611,18.47,1.11,36
T,WindowAverage,0.2,80%,0.8056,16.79,0.56,36
T,Naive,0.2,80%,0.8056,22.54,0.56,36
T,RWD,0.2,80%,0.8056,22.61,0.56,36
T,HistoricAverage,0.2,80%,0.8333,17.13,3.33,36
T,AutoETS,0.2,80%,0.8333,17.61,3.33,36
T,AutoARIMA,0.2,80%,0.8056,17.09,0.56,36
TRV,WindowAverage,0.1,90%,0.8889,16.19,-1.11,36
TRV,Naive,0.1,90%,0.8889,25.18,-1.11,36
TRV,RWD,0.1,90%,0.8889,25.25,-1.11,36
TRV,HistoricAverage,0.1,90%,0.8611,15.68,-3.89,36
TRV,AutoETS,0.1,90%,0.8611,15.68,-3.89,36
TRV,AutoARIMA,0.1,90%,0.8611,16.67,-3.89,36
TRV,WindowAverage,0.15,85%,0.8611,15.16,1.11,36
TRV,Naive,0.15,85%,0.8611,23.45,1.11,36
TRV,RWD,0.15,85%,0.8611,23.54,1.11,36
TRV,HistoricAverage,0.15,85%,0.8333,14.77,-1.67,36
TRV,AutoETS,0.15,85%,0.8333,14.77,-1.67,36
TRV,AutoARIMA,0.15,85%,0.8333,15.04,-1.67,36
TRV,WindowAverage,0.2,80%,0.7778,14.22,-2.22,36
TRV,Naive,0.2,80%,0.75,21.0,-5.0,36
TRV,RWD,0.2,80%,0.75,21.04,-5.0,36
TRV,HistoricAverage,0.2,80%,0.7778,13.99,-2.22,36
TRV,AutoETS,0.2,80%,0.7778,13.99,-2.22,36
TRV,AutoARIMA,0.2,80%,0.7778,14.14,-2.22,36
UNH,WindowAverage,0.1,90%,0.8611,16.69,-3.89,36
UNH,Naive,0.1,90%,0.8611,28.38,-3.89,36
UNH,RWD,0.1,90%,0.8611,28.43,-3.89,36
UNH,HistoricAverage,0.1,90%,0.8611,16.81,-3.89,36
UNH,AutoETS,0.1,90%,0.8611,16.8,-3.89,36
UNH,AutoARIMA,0.1,90%,0.8611,16.81,-3.89,36
UNH,WindowAverage,0.15,85%,0.8611,15.33,1.11,36
UNH,Naive,0.15,85%,0.8611,24.19,1.11,36
UNH,RWD,0.15,85%,0.8611,24.25,1.11,36
UNH,HistoricAverage,0.15,85%,0.8611,15.23,1.11,36
UNH,AutoETS,0.15,85%,0.8611,15.23,1.11,36
UNH,AutoARIMA,0.15,85%,0.8611,15.23,1.11,36
UNH,WindowAverage,0.2,80%,0.8056,14.56,0.56,36
UNH,Naive,0.2,80%,0.7778,23.15,-2.22,36
UNH,RWD,0.2,80%,0.8056,23.21,0.56,36
UNH,HistoricAverage,0.2,80%,0.8056,14.03,0.56,36
UNH,AutoETS,0.2,80%,0.8056,14.03,0.56,36
UNH,AutoARIMA,0.2,80%,0.8056,14.03,0.56,36
VZ,WindowAverage,0.1,90%,0.8056,19.04,-9.44,36
VZ,Naive,0.1,90%,0.7222,26.6,-17.78,36
VZ,RWD,0.1,90%,0.7222,26.66,-17.78,36
VZ,HistoricAverage,0.1,90%,0.8333,19.96,-6.67,36
VZ,AutoETS,0.1,90%,0.8333,19.97,-6.67,36
VZ,AutoARIMA,0.1,90%,0.8333,20.06,-6.67,36
VZ,WindowAverage,0.15,85%,0.7778,17.34,-7.22,36
VZ,Naive,0.15,85%,0.6944,24.84,-15.56,36
VZ,RWD,0.15,85%,0.6944,24.9,-15.56,36
VZ,HistoricAverage,0.15,85%,0.7778,18.17,-7.22,36
VZ,AutoETS,0.15,85%,0.7778,18.18,-7.22,36
VZ,AutoARIMA,0.15,85%,0.7778,18.3,-7.22,36
VZ,WindowAverage,0.2,80%,0.75,15.62,-5.0,36
VZ,Naive,0.2,80%,0.6667,23.75,-13.33,36
VZ,RWD,0.2,80%,0.6667,23.8,-13.33,36
VZ,HistoricAverage,0.2,80%,0.6944,16.44,-10.56,36
VZ,AutoETS,0.2,80%,0.6944,16.44,-10.56,36
VZ,AutoARIMA,0.2,80%,0.6944,16.33,-10.56,36
WMT,WindowAverage,0.1,90%,0.8889,16.88,-1.11,36
WMT,Naive,0.1,90%,0.9444,25.27,4.44,36
WMT,RWD,0.1,90%,0.9444,25.31,4.44,36
WMT,HistoricAverage,0.1,90%,0.8611,17.43,-3.89,36
WMT,AutoETS,0.1,90%,0.8611,17.43,-3.89,36
WMT,AutoARIMA,0.1,90%,0.8611,17.43,-3.89,36
WMT,WindowAverage,0.15,85%,0.8889,15.27,3.89,36
WMT,Naive,0.15,85%,0.9167,23.57,6.67,36
WMT,RWD,0.15,85%,0.8889,23.58,3.89,36
WMT,HistoricAverage,0.15,85%,0.8333,15.2,-1.67,36
WMT,AutoETS,0.15,85%,0.8333,15.2,-1.67,36
WMT,AutoARIMA,0.15,85%,0.8333,15.2,-1.67,36
WMT,WindowAverage,0.2,80%,0.8056,13.46,0.56,36
WMT,Naive,0.2,80%,0.7778,21.98,-2.22,36
WMT,RWD,0.2,80%,0.7778,21.98,-2.22,36
WMT,HistoricAverage,0.2,80%,0.8056,13.66,0.56,36
WMT,AutoETS,0.2,80%,0.8056,13.66,0.56,36
WMT,AutoARIMA,0.2,80%,0.8056,13.66,0.56,36
XOM,WindowAverage,0.1,90%,0.9444,21.17,4.44,36
XOM,Naive,0.1,90%,0.9444,30.19,4.44,36
XOM,RWD,0.1,90%,0.9444,30.3,4.44,36
XOM,HistoricAverage,0.1,90%,0.9167,20.69,1.67,36
XOM,AutoETS,0.1,90%,0.9167,20.7,1.67,36
XOM,AutoARIMA,0.1,90%,0.8889,20.61,-1.11,36
XOM,WindowAverage,0.15,85%,0.8611,18.74,1.11,36
XOM,Naive,0.15,85%,0.9444,26.02,9.44,36
XOM,RWD,0.15,85%,0.9444,26.06,9.44,36
XOM,HistoricAverage,0.15,85%,0.8889,18.27,3.89,36
XOM,AutoETS,0.15,85%,0.8889,18.27,3.89,36
XOM,AutoARIMA,0.15,85%,0.8889,18.6,3.89,36
XOM,WindowAverage,0.2,80%,0.8611,16.65,6.11,36
XOM,Naive,0.2,80%,0.9167,23.03,11.67,36
XOM,RWD,0.2,80%,0.9167,23.12,11.67,36
XOM,HistoricAverage,0.2,80%,0.8611,16.59,6.11,36
XOM,AutoETS,0.2,80%,0.8611,16.59,6.11,36
XOM,AutoARIMA,0.2,80%,0.8611,16.96,6.11,36
