unique_id,ds,cutoff,actual,WindowAverage,WindowAverage-lo-95,WindowAverage-lo-90,WindowAverage-lo-85,WindowAverage-lo-80,WindowAverage-hi-80,WindowAverage-hi-85,WindowAverage-hi-90,WindowAverage-hi-95,Naive,Naive-lo-95,Naive-lo-90,Naive-lo-85,Naive-lo-80,Naive-hi-80,Naive-hi-85,Naive-hi-90,Naive-hi-95,RWD,RWD-lo-95,RWD-lo-90,RWD-lo-85,RWD-lo-80,RWD-hi-80,RWD-hi-85,RWD-hi-90,RWD-hi-95,HistoricAverage,HistoricAverage-lo-95,HistoricAverage-lo-90,HistoricAverage-lo-85,HistoricAverage-lo-80,HistoricAverage-hi-80,HistoricAverage-hi-85,HistoricAverage-hi-90,HistoricAverage-hi-95,AutoETS,AutoETS-lo-95,AutoETS-lo-90,AutoETS-lo-85,AutoETS-lo-80,AutoETS-hi-80,AutoETS-hi-85,AutoETS-hi-90,AutoETS-hi-95,AutoARIMA,AutoARIMA-lo-95,AutoARIMA-lo-90,AutoARIMA-lo-85,AutoARIMA-lo-80,AutoARIMA-hi-80,AutoARIMA-hi-85,AutoARIMA-hi-90,AutoARIMA-hi-95
AA,2024-02-01,2024-01-01,-0.08537823003385436,0.020469309282455814,-0.2711131139442807,-0.232594538894738,-0.2217535310679889,-0.19094621925245528,0.23188483781736688,0.2626921496329005,0.2735331574596497,0.3120517325091923,-0.1250000143718022,-0.5271282307047545,-0.5038359408469969,-0.48610168019564687,-0.43545419644707956,0.18545416770347511,0.23610165145204237,0.25383591210339257,0.27712820196114973,-0.1252695484757031,-0.5289777744875692,-0.5056607986192576,-0.48767108574136925,-0.43638995390766017,0.18585085695625392,0.23713198878996294,0.2551217016678514,0.27843867753616275,0.011360206118370669,-0.26234251900499456,-0.2526372743451336,-0.23553295930370702,-0.16975933270087235,0.19247974493761366,0.2582533715404483,0.275357686581875,0.28506293124173593,0.01142068051184825,-0.26233677570797154,-0.2526319057091882,-0.23544660507086534,-0.16981986162659668,0.19266122265029317,0.2582879660945618,0.2754732667328847,0.28517813673166803,0.0,-0.2737027255653283,-0.26656567298283973,-0.225503367515519,-0.179022343377687,0.17902234337768697,0.22550336751551886,0.26656567298283973,0.27370272556532826
AA,2024-03-01,2024-02-01,0.241823042665553,0.015016575601771625,-0.27656584762496494,-0.2380472725754222,-0.2272062647486731,-0.19639895293313944,0.22643210413668272,0.2572394159522163,0.26808042377896546,0.3065989988285081,-0.08537823003385436,-0.48750644636680657,-0.4642141565090491,-0.44647989585769904,-0.34876127982420413,0.17800481975649537,0.2757234357899902,0.2934576964413404,0.31674998629909756,-0.08545597895293869,-0.48916420496480484,-0.46584722909649323,-0.44785751621860487,-0.3484143456768604,0.177502387770983,0.2769455583127273,0.2949352711906158,0.31825224705892713,0.010897342787498777,-0.2628053823358665,-0.25310013767600553,-0.2359958226345789,-0.17022219603174424,0.19201688160674177,0.2577905082095764,0.27489482325100306,0.284600067910864,0.010862867921984841,-0.26289458829783496,-0.2531897182990516,-0.23600441766072874,-0.17037767421646008,0.19210341006042977,0.25773015350469836,0.27491545414302127,0.2846203241418046,0.0,-0.2737027255653283,-0.26656567298283973,-0.225503367515519,-0.179022343377687,0.17902234337768697,0.22550336751551886,0.26656567298283973,0.27370272556532826
AA,2024-04-01,2024-03-01,0.04372337057013942,0.017336904785407687,-0.2742455184413289,-0.23572694339178613,-0.22488593556503703,-0.20814923242846495,0.24282304199928031,0.25955974513585234,0.2704007529626015,0.30891932801214417,0.241823042665553,-0.16030517366739921,-0.13701288380964177,-0.11927862315829171,-0.07922118260888654,0.5628672679399924,0.6029247084893976,0.6206589691407478,0.6439512589985049,0.24331122207957148,-0.16039700393229464,-0.137080028063983,-0.11909031518609467,-0.07775705362767842,0.5643794977868213,0.6057127593452375,0.623702472223126,0.6470194480914373,0.011996988977394273,-0.261705736145971,-0.25200049148611003,-0.2352031811995868,-0.21310056220906679,0.23709454016385528,0.25919715915437525,0.27599446944089856,0.2856997141007595,0.01195308820829763,-0.2618043680115221,-0.2520994980127388,-0.23524196623460975,-0.2131310663157249,0.2370372427323201,0.2591481426512049,0.2760056744293341,0.28571054442811744,0.011996986678099916,-0.2617057388872284,-0.25456868630473983,-0.2303875078660041,-0.17701060343802869,0.20100457679422853,0.25438148122220394,0.2785626596609396,0.28569971224342816
AA,2024-05-01,2024-04-01,0.2598174910877047,0.02463724538604344,-0.2669451778406931,-0.22842660279115037,-0.21631066860188758,-0.18677828314886763,0.23605277392095453,0.2655851593739744,0.2777010935632373,0.31621966861277995,0.04372337057013942,-0.3584048457628128,-0.33475704092498604,-0.28444576892402534,-0.21965967922021035,0.3071064203604892,0.3718925100643041,0.42220378206526493,0.44585158690309135,0.04426113164363681,-0.3594470943682293,-0.3356072493151549,-0.2852160366236518,-0.2186972350802849,0.3072194983675585,0.37373829991092544,0.42412951260242854,0.44796935765550266,0.012147350975464157,-0.2615553741479011,-0.25185012948804014,-0.2350528192015169,-0.16897218784377885,0.19326688979470716,0.25934752115244514,0.27614483143896845,0.2858500760988294,0.01219140199887489,-0.26156605422094487,-0.2518611842221615,-0.23500365244403248,-0.16904914013957004,0.19343194413731982,0.25938645644178215,0.27624398821991136,0.2859488582186947,0.01214734926424826,-0.26155537630108006,-0.25441832371859147,-0.23023714527985575,-0.17686024085188035,0.20115493938037687,0.2545318438083523,0.278713022247088,0.28585007482957653
AA,2024-06-01,2024-05-01,-0.09923772388270125,0.022870461648235047,-0.23975263919713102,-0.22656390437119198,-0.20958830599611522,-0.18854506688667602,0.23428599018314614,0.2553292292925853,0.27230482766766206,0.2854935624936009,0.2598174910877047,-0.12309451919540572,-0.0904620026056522,-0.047373377480557345,0.016794760659099395,0.50284022151631,0.5670083596559665,0.6100969847810617,0.6427295013708151,0.2613768462817901,-0.12333409541256926,-0.09040269028607567,-0.045717251125165954,0.018444209138039142,0.504309483425541,0.568470943688746,0.613156382849656,0.6460877879761494,0.013315606353352083,-0.255483899777067,-0.2444732740260644,-0.22891259068277792,-0.16780393246589093,0.19443514517259508,0.255543803389482,0.2711044867327686,0.28211511248377114,0.013265340906181373,-0.25559650399089223,-0.24453254187876228,-0.2289443260204384,-0.16797520123226356,0.1945058830446263,0.2554750078328011,0.271063223691125,0.28212718580325497,0.013315605116043178,-0.26038712044928514,-0.25325006786679655,-0.23245422948109462,-0.17569198500008543,0.2023231952321718,0.259085439713181,0.2798812780988829,0.28701833068137145
AA,2024-07-01,2024-06-01,-0.16943184692969582,0.016565767878683562,-0.2460573329666825,-0.23286859814074348,-0.21589299976566673,-0.19484976065622753,0.22798129641359463,0.24902453552303383,0.2660001338981106,0.27918886872404947,-0.09923772388270125,-0.48214973416581164,-0.4662482536219717,-0.427406863376866,-0.362620773673051,0.1641453259076485,0.2289314156114635,0.26777280585656926,0.2836742864004091,-0.09937938081203326,-0.48409032250639267,-0.4677023866256236,-0.42885654907932186,-0.362337747535955,0.16357898591188844,0.23009778745525536,0.268943625001557,0.28533156088232603,0.01278718696257249,-0.2560123191678466,-0.24500169341684397,-0.2294410100735575,-0.1683323518566705,0.1939067257818155,0.25501538399870244,0.27057606734198897,0.2815866930929915,0.012737697672598358,-0.25612414722447524,-0.24506018511234529,-0.2294719692540214,-0.16850284446584657,0.19397823981104328,0.2549473645992181,0.270535580457542,0.28159954256967196,0.01278718572996341,-0.2609155398353649,-0.25377848725287633,-0.2329826488671744,-0.1762204043861652,0.201794775846092,0.2585570203271012,0.27935285871280313,0.28648991129529167
AA,2024-08-01,2024-07-01,-0.028450426552947383,0.009562192835977059,-0.253060908009389,-0.23987217318344997,-0.22289657480837322,-0.20185333569893402,0.22097772137088814,0.2420209604803273,0.25899655885540407,0.2721852936813429,-0.16943184692969582,-0.5523438572128062,-0.5364423766689663,-0.4976009864238606,-0.4328148967200456,0.09395120286065392,0.15873729256446892,0.1975786828095747,0.21348016335341452,-0.16990238867648164,-0.5546133303708409,-0.5382253944900719,-0.4993795569437703,-0.43286075540040336,0.09305597804744008,0.159574779590807,0.19842061713710868,0.21480855301787766,0.011935696149991798,-0.2568638099804273,-0.24585318422942468,-0.23029250088613817,-0.1701760226628406,0.19404741496282418,0.2541638931861217,0.2697245765294083,0.2807352022804108,0.01206320920776539,-0.2567986356893082,-0.24573467357717826,-0.2301464577188544,-0.17001704580195487,0.19414346421748563,0.2542728761343851,0.269861091992709,0.280925054104839,0.011935693617493482,-0.26176703194783485,-0.25462997936534626,-0.23383414097964433,-0.1771792116606193,0.20105059889560625,0.2577055282146313,0.2785013666003332,0.28563841918282173
AA,2024-09-01,2024-08-01,0.20581502319230727,0.010753534337928274,-0.2518695665074378,-0.23868083168149876,-0.221705233306422,-0.2006619941969828,0.22216906287283936,0.24321230198227853,0.2601879003573553,0.27337663518329414,-0.028450426552947383,-0.4113624368360578,-0.39546095629221784,-0.35661956604711215,-0.29183347634329715,0.23493262323740235,0.2997187129412173,0.3385601031863231,0.35446158373016295,-0.02825997782252044,-0.4129709195168798,-0.3965829836361107,-0.35773714608980905,-0.29121834454644213,0.23469838890140127,0.3012171904447682,0.34006302799106986,0.3564509638718389,0.011747853718815336,-0.25705165241160377,-0.24604102666060113,-0.23048034331731465,-0.17036386509401705,0.19385957253164773,0.2539760507549453,0.2695367340982318,0.28054735984923435,0.011614114124420568,-0.257247730772653,-0.24618376866052308,-0.23059555280219918,-0.17046614088529968,0.19369436913414081,0.25382378105104025,0.26941199690936424,0.2804759590214942,0.0117478518291609,-0.26195487373616744,-0.25481782115367885,-0.2340219827679769,-0.17736705344895187,0.2008627571072737,0.2575176864262987,0.2783135248120006,0.28545057739448915
AA,2024-10-01,2024-09-01,0.03913941354423223,0.013974829436764804,-0.24864827140860127,-0.23545953658266222,-0.21848393820758547,-0.19777417115689788,0.22572383003042748,0.24643359708111506,0.26340919545619185,0.2765979302821307,0.20581502319230727,-0.17709698709080313,-0.16119550654696319,-0.12235411630185747,-0.0575680265980425,0.46919807298265703,0.533984162686472,0.5728255529315778,0.5887270334754177,0.2070941928576869,-0.17761674883667244,-0.16122881295590336,-0.12238297540960173,-0.05586417386623482,0.47005255958160863,0.5365713611249756,0.5754171986712772,0.5918051345520462,0.012646312836748167,-0.2561531932936709,-0.2451425675426683,-0.2295818841993818,-0.1802360430786214,0.2055286687521177,0.2548745098728781,0.27043519321616466,0.2814458189671672,0.012596331735476689,-0.2562655131615969,-0.24520155104946695,-0.22961333519114308,-0.18040144088585075,0.2055941043568041,0.2548059986620964,0.27039421452042034,0.2814581766325503,0.012646310423618195,-0.26105641514171013,-0.25391936255922154,-0.23312352417351961,-0.18100225513789653,0.20629487598513288,0.258416145020756,0.2792119834064579,0.28634903598894645
AA,2024-11-01,2024-10-01,0.16094772520408984,0.012142437167330544,-0.2504806636780355,-0.2372919288520965,-0.22031633047701973,-0.19960656342633215,0.2238914377609932,0.2446012048116808,0.2615768031867576,0.27476553801269643,0.03913941354423223,-0.34377259673887817,-0.3278711161950382,-0.28902972594993254,-0.22424363624611754,0.302522463334582,0.36730855303839693,0.40614994328350273,0.42205142382734256,0.03964101478686438,-0.345069926907495,-0.3286819910267259,-0.28983615348042424,-0.22331735193705735,0.3025993815107861,0.369118183054153,0.40796402060045467,0.4243519564812237,0.012768400858441643,-0.2560311052719774,-0.24502047952097483,-0.22945979617768836,-0.18011395505692793,0.20565075677381117,0.2549965978945716,0.27055728123785816,0.2815679069888607,0.012862658729583214,-0.2559991861674904,-0.24493522405536042,-0.22934700819703652,-0.18013511389174422,0.20586043135091064,0.2550723256562029,0.27066054151452684,0.2817245036266568,0.01276840085844164,-0.26093432470688666,-0.25379727212439807,-0.23300143373869617,-0.18088016470307308,0.20641696641995633,0.25853823545557947,0.2793340738412814,0.28647112642376993
AA,2024-12-01,2024-11-01,-0.18630208775825707,0.013752167087968281,-0.2488709337573978,-0.23568219893145875,-0.218706600556382,-0.19799683350569441,0.22550116768163095,0.24621093473231853,0.2631865331073953,0.27637526793333417,0.16094772520408984,-0.22196428507902055,-0.2060628045351806,-0.1672214142900749,-0.10243532458625992,0.4243307749944396,0.48911686469825455,0.5279582549433603,0.5438597354872002,0.1620083435454189,-0.22270259814894044,-0.20631466226817136,-0.16746882472186975,-0.10095002317850282,0.42496671026934063,0.49148551181270755,0.5303313493590092,0.5467192852397782,0.013448122529751956,-0.2553513836006671,-0.24434075784966452,-0.22878007450637805,-0.17943423338561762,0.20633047844512148,0.2556763195658819,0.27123700290916847,0.282247628660171,0.013331916394318697,-0.2555299285027549,-0.24446596639062496,-0.22887775053230108,-0.17966585622700876,0.2063296890156461,0.2555415833209384,0.27112979917926233,0.2821937612913923,0.013448121333162373,-0.26025460423216595,-0.25311755164967736,-0.23232171326397544,-0.18020044422835235,0.20709668689467706,0.25921795593030017,0.2800137943160021,0.28715084689849063
AA,2025-01-01,2024-12-01,-0.06511364782172879,0.010274193604521356,-0.2523489072408447,-0.23916017241490567,-0.2221845740398289,-0.20197408358832597,0.22252247079736867,0.24273296124887161,0.2597085596239484,0.27289729444988725,-0.18630208775825707,-0.5692140980413675,-0.5533126174975276,-0.5275021350733652,-0.5073463130326966,0.13474213751618241,0.15489795955685096,0.18070844198101343,0.19660992252485326,-0.18683922368896325,-0.5715501653833226,-0.5551622295025536,-0.5293728137499306,-0.5079074993962132,0.13422905201828658,0.15569436637200412,0.18148378212462707,0.19787171800539605,0.012536021112911732,-0.25626348501750734,-0.24525285926650472,-0.22969217592321822,-0.18664588509364555,0.21171792731946903,0.25476421814904165,0.27032490149232824,0.2813355272433308,0.012581642603229672,-0.2562802022938439,-0.24521624018171398,-0.22962802432339008,-0.1865090520408772,0.2116723372473365,0.25479130952984935,0.27037952538817334,0.2814434875003033,0.012536019824819722,-0.2611667057405086,-0.25402965315802,-0.23323381477231808,-0.1866458854937724,0.21171792514341184,0.2583058544219575,0.27910169280765945,0.286238745390148
AA,2025-02-01,2025-01-01,-0.058607042886723804,0.008053433308791205,-0.25456966753657484,-0.24138093271063582,-0.22440533433555906,-0.20419484388405612,0.22030171050163852,0.24051220095314146,0.25748779932821825,0.2706765341541571,-0.06511364782172879,-0.4480256581048392,-0.43212417756099925,-0.40631369513683685,-0.38615787309616834,0.2559305774527107,0.2760863994933792,0.3018968819175417,0.31779836246138154,-0.06509495920509599,-0.4498059008994554,-0.4334179650186863,-0.4076285492660634,-0.3861632349123459,0.2559733165021538,0.27743863085587134,0.3032280466084943,0.3196159824892633,0.012183068072299729,-0.25661643805811934,-0.24560581230711673,-0.23004512896383023,-0.18699883813425755,0.21136497427885703,0.25441126510842965,0.26997194845171624,0.28098257420271877,0.01214421943725532,-0.2567176254598183,-0.24565366334768832,-0.23006544748936442,-0.18694647520685154,0.21123491408136216,0.254353886363875,0.26994210222219894,0.2810060643343289,0.012183068072299729,-0.2615196574930286,-0.25438260491054,-0.23358676652483806,-0.18699883724629238,0.21136497339089186,0.25795290266943754,0.27874874105513947,0.285885793637628
AA,2025-03-01,2025-02-01,-0.08270677958519457,-0.0013652212512368428,-0.2612688069033635,-0.24220489784861857,-0.22388061630281486,-0.20092019949827755,0.19818975699580388,0.22115017380034116,0.23947445534614495,0.2585383644008896,-0.058607042886723804,-0.4415190531698342,-0.42561757262599426,-0.39980709020183186,-0.37740351950178364,0.2601894337283359,0.2825930044283842,0.3084034868525467,0.32430496739638653,-0.05855886374137112,-0.4432698054357305,-0.42688186955496144,-0.4010924538023385,-0.3774139436664683,0.260296216183726,0.28397472631959625,0.30976414207221914,0.3261520779529882,0.011862750828141252,-0.2520387542883881,-0.23912203804466667,-0.20893091493314828,-0.1810196050872283,0.2047451067435108,0.2326564165894307,0.2628475397009492,0.2757642559446706,0.011932176348458346,-0.25202210975891937,-0.23901750441789654,-0.20884699295303727,-0.1810655962728691,0.20492994896978575,0.23271134564995385,0.26288185711481327,0.275886462455836,0.01186274887107257,-0.26183997669425574,-0.2439761428140912,-0.216286622882887,-0.18178581669044214,0.20551131443258727,0.24001212062503205,0.2677016405562364,0.28556547443640085
