Date,AA,AAPL,AIG,AMGN,AMZN,AXP,BA,BAC,C,CAT,CRM,CSCO,CVX,DD,DIS,DOW,DWDP,EK,GE,GM,GS,HD,HON,HPQ,IBM,INTC,IP,JNJ,JPM,KFT,KO,MCD,MMM,MO,MRK,MSFT,NKE,NVDA,PFE,PG,SBC,SHW,T,TRV,UNH,UTX,V,VZ,WBA,WMT,XOM
2006-11-01,60.653560638427734,2.7464091777801514,854.6397705078125,48.0506706237793,2.0169999599456787,43.83013916015625,63.717376708984375,36.007869720458984,329.4560546875,38.04423904418945,9.63295841217041,17.412155151367188,34.050628662109375,13.653019905090332,26.495357513427734,,,,106.44631958007812,,142.29446411132812,23.298513412475586,24.910776138305664,11.153756141662598,47.63344192504883,12.730985641479492,14.81296443939209,37.358158111572266,28.241174697875977,,13.020140647888184,24.079761505126953,38.363677978515625,6.055901050567627,21.654438018798828,20.65048599243164,9.504334449768066,0.5652285218238831,11.268720626831055,36.3442268371582,,16.20885467529297,6.582369804382324,32.911678314208984,38.178524017333984,,,12.149907112121582,,10.361000061035156,39.2388916015625
2006-12-01,58.700897216796875,2.5420615673065186,872.9874267578125,46.20412063598633,1.9730000495910645,45.28567123413086,64.1673583984375,36.07251739501953,373.7042541503906,37.614906311035156,9.003110885620117,17.683916091918945,34.87802505493164,13.615480422973633,27.47340202331543,,,,112.26948547363281,,145.61813354492188,24.79069709777832,26.358680725097656,11.642760276794434,50.507015228271484,12.105377197265625,15.37651538848877,37.63187026977539,29.47381591796875,,13.504622459411621,26.054580688476562,36.90983963012695,6.171683311462402,21.211711883544922,21.073959350585938,9.512015342712402,0.5655336380004883,10.711139678955078,37.20087432861328,,16.543298721313477,6.9395365715026855,34.105899810791016,41.795677185058594,,,12.949700355529785,,10.37897777557373,39.31666564941406
2007-01-01,63.497291564941406,2.5687289237976074,833.88232421875,47.59748077392578,1.8834999799728394,43.456932067871094,64.6874008178711,35.525230407714844,369.8798828125,39.295406341552734,10.825963973999023,17.22450828552246,34.5697021484375,14.308388710021973,28.45025634765625,,,,109.57373809814453,,154.97528076171875,25.148733139038086,26.620851516723633,12.258261680603027,51.546791076660156,12.529816627502441,15.196151733398438,38.07645034790039,31.078710556030273,,13.401066780090332,26.066335678100586,35.19057846069336,6.348278045654297,21.95500946044922,21.779726028442383,9.508797645568848,0.4683491289615631,10.851746559143066,37.54817581176758,,17.979589462280273,7.304470062255859,32.4644775390625,40.65217590332031,,,13.394806861877441,,10.757943153381348,38.01858139038086
2007-02-01,66.02680206298828,2.5351696014404297,817.5580444335938,43.46474075317383,1.9570000171661377,42.554443359375,63.02616500854492,34.34286117553711,337.94403076171875,39.715084075927734,10.680233001708984,16.78451156616211,32.50157928466797,15.079957008361816,27.70603370666504,,,,106.10871887207031,,147.61761474609375,24.4388370513916,27.03451919555664,11.145156860351562,48.31831359863281,11.872237205505371,16.224252700805664,35.870540618896484,30.35262680053711,,13.06519889831543,25.67842674255371,35.08638000488281,6.122358322143555,21.66063117980957,19.881229400634766,10.053478240966797,0.47369813919067383,10.322388648986816,36.92551040649414,,17.316082000732422,7.243612766265869,32.40062713623047,40.5899658203125,,,13.14778995513916,,10.897801399230957,36.77694320678711
2007-03-01,66.99518585205078,2.783862352371216,820.9268188476562,37.79660415649414,1.9895000457763672,42.20276641845703,64.46593475341797,34.855472564697266,347.8594055175781,41.31774139404297,10.576493263244629,16.519222259521484,35.334259033203125,15.796406745910645,27.85164451599121,,,,108.32115173339844,,151.1881866455078,22.679534912109375,26.97637939453125,11.368912696838379,49.152225494384766,11.497040748596191,16.524574279785156,34.54860305786133,29.731945037841797,,13.434648513793945,26.47775650024414,36.427734375,6.378787040710449,21.67043685913086,19.737709045410156,10.225737571716309,0.43977516889572144,10.560609817504883,36.733577728271484,,17.265600204467773,7.76129150390625,33.05183029174805,41.204490661621094,,,13.330595016479492,,10.591011047363281,38.876094818115234
2007-04-01,70.13742065429688,2.9903085231781006,853.7781982421875,43.383583068847656,3.066499948501587,45.39790344238281,67.43148040771484,34.77349090576172,363.3075256347656,44.76346969604492,10.373952865600586,17.30215072631836,37.16404342651367,15.490205764770508,28.296558380126953,,,,112.91617584228516,,159.95384216308594,23.513896942138672,31.732078552246094,11.959228515625,53.297760009765625,12.921396255493164,17.123821258544922,36.81898880004883,32.01804733276367,,14.711700439453125,28.376163482666016,39.44948959350586,5.05674409866333,25.453746795654297,21.203691482543945,10.384605407714844,0.5025781989097595,11.062296867370605,37.45476531982422,,16.672122955322266,7.6215362548828125,34.71391677856445,41.29710006713867,,,13.421995162963867,,10.861568450927734,40.90105438232422
2007-05-01,81.5799560546875,3.6312150955200195,883.454833984375,38.18214797973633,3.4570000171661377,48.753902435302734,72.93472290039062,34.64368438720703,369.2022705078125,48.64762878417969,11.670698165893555,17.418624877929688,38.93172073364258,15.757579803466797,28.668670654296875,,,,115.1218490600586,,169.15769958496094,24.134803771972656,33.91667938232422,12.972389221191406,55.58695983886719,13.330078125,17.782079696655273,36.274322509765625,32.0782356262207,,14.93720817565918,29.710329055786133,41.92312240600586,6.950994968414307,25.953514099121094,21.734846115112305,10.941816329956055,0.5293188691139221,11.492919921875,37.164512634277344,,17.68390464782715,8.235926628112793,34.75885772705078,42.628013610839844,,,15.467531204223633,,10.789043426513672,42.853885650634766
2007-06-01,80.49144744873047,3.6566848754882812,857.2112426757812,37.39752960205078,3.4205000400543213,45.90279006958008,69.98265838623047,33.76974105834961,351.0110778808594,48.47428894042969,10.586372375488281,18.020376205444336,40.53673553466797,15.354788780212402,27.99498748779297,,,,117.26618194580078,,158.84642028808594,24.43285369873047,33.10470199584961,12.663046836853027,55.09664535522461,14.341531753540039,17.841890335083008,35.559593200683594,29.986297607421875,,14.745528221130371,29.833768844604492,41.597190856933594,6.857141017913818,24.642234802246094,20.938446044921875,11.238740921020508,0.6312404870986938,10.804774284362793,35.784366607666016,,17.459821701049805,8.267804145812988,34.32891845703125,39.8027458190918,,,14.628946304321289,,10.95525074005127,43.40629196166992
2007-07-01,75.8641357421875,3.947925329208374,785.6036376953125,36.34912872314453,3.927000045776367,43.922035217285156,75.27359771728516,32.75436782836914,318.7091369628906,48.78382110595703,9.59837818145752,18.706249237060547,41.027584075927734,15.239909172058105,27.060178756713867,,,,119.59371948242188,,138.0260009765625,23.210468292236328,33.82820510864258,13.08607006072998,57.9234504699707,14.26904296875,16.937223434448242,34.91329574584961,27.238327026367188,,14.787461280822754,28.135183334350586,42.618072509765625,6.562914848327637,24.750844955444336,20.597415924072266,10.920239448547363,0.6992392539978027,9.934309959411621,36.17618179321289,,18.305627822875977,7.801617622375488,32.7564697265625,37.69353485107422,,,15.144182205200195,,10.463386535644531,44.05315017700195
2007-08-01,72.54756927490234,4.1492767333984375,807.8815307617188,33.89383316040039,3.995500087738037,44.08909225463867,70.37567138671875,35.00613784790039,320.8306579589844,47.104103088378906,9.986166000366211,20.65387535095215,42.230613708496094,14.94198226928711,27.552173614501953,,,,119.93306732177734,,129.22169494628906,23.922346115112305,33.02821350097656,14.029929161071777,61.08529281616211,15.555784225463867,16.04170799255371,35.657711029052734,27.7686710357666,,15.261368751525879,28.946273803710938,43.61018753051758,6.853189945220947,25.01007080078125,20.41268539428711,10.898957252502441,0.7817546129226685,10.49631404876709,38.408233642578125,,18.127016067504883,8.035270690917969,32.6016731262207,38.92325973510742,,,15.026196479797363,,9.93509578704834,44.363643646240234
2007-09-01,78.03849029541016,4.598422527313232,828.0784912109375,38.263301849365234,4.65749979019165,44.65315628051758,76.66888427734375,34.722957611083984,323.11773681640625,48.75774002075195,12.675983428955078,21.43682098388672,45.35023498535156,15.092698097229004,28.19998550415039,,,,127.73941802978516,,159.1244659423828,20.38698959350586,35.14165496826172,14.155014038085938,61.884403228759766,15.695221900939941,16.511329650878906,38.169105529785156,28.579513549804688,,16.308494567871094,32.01428985595703,45.09623718261719,6.865042686462402,25.767803192138672,21.00471305847168,11.347766876220703,0.8306520581245422,10.447492599487305,41.3663330078125,,17.33953857421875,8.527022361755371,32.472633361816406,37.69353485107422,,,15.887293815612793,,9.989805221557617,48.089508056640625
2007-10-01,78.9760971069336,5.691473960876465,774.9568481445312,39.30495071411133,4.457499980926514,45.84151077270508,71.99528503417969,33.77153396606445,290.0928955078125,46.38295364379883,13.923328399658203,21.391515731811523,44.347076416015625,15.938770294189453,28.39678955078125,,,,127.85596466064453,,182.01596069335938,19.802541732788086,35.69709396362305,14.716432571411133,61.001827239990234,16.32643699645996,17.0130615234375,37.86119842529297,29.315521240234375,,17.633596420288086,35.11756134033203,41.61691665649414,7.281359672546387,29.26522445678711,26.24519157409668,12.86087417602539,0.810940146446228,10.524469375610352,40.88410949707031,,16.867197036743164,8.422226905822754,33.87310028076172,38.253910064697266,,,16.52953338623047,,10.34682559967041,47.793373107910156
2007-11-01,72.8673095703125,5.459860324859619,713.692138671875,37.37047576904297,4.5279998779296875,44.46987533569336,67.57730865478516,32.267616271972656,230.55116271972656,44.907833099365234,14.012248039245605,18.130382537841797,42.53462600708008,14.841747283935547,27.183177947998047,,,,118.94081115722656,,166.65187072753906,17.94860076904297,33.45753860473633,14.56835651397705,55.25468063354492,15.828753471374512,15.535467147827148,39.354278564453125,28.685911178588867,,17.730676651000977,34.365234375,40.12303161621094,7.743622779846191,29.817790985107422,23.956485748291016,12.742472648620605,0.7229238152503967,10.160964965820312,43.734893798828125,,16.579565048217773,7.7878947257995605,34.457008361816406,42.80702590942383,,,15.651564598083496,,10.962464332580566,46.323055267333984
2007-12-01,73.22795104980469,5.935072422027588,715.779541015625,31.41148567199707,4.631999969482422,39.222164154052734,64.09722137451172,28.861087799072266,206.4876708984375,45.320064544677734,15.48436164855957,17.51568031311035,45.53322982788086,13.949966430664062,26.46977424621582,,,,115.15113067626953,,158.12957763671875,17.07022476196289,36.542381286621094,14.374715805053711,56.990047454833984,16.24928855895996,15.013543128967285,38.991092681884766,27.447187423706055,,17.617355346679688,35.53437042236328,40.87397384643555,7.545935153961182,29.189882278442383,25.46639060974121,12.468793869018555,0.7797676920890808,9.839729309082031,43.39210510253906,,15.392557144165039,8.47068977355957,34.9046630859375,45.29762268066406,,,15.825434684753418,,10.87778377532959,48.86585235595703
2008-01-01,66.29584503173828,4.055792331695557,677.3296508789062,31.51295280456543,3.884999990463257,37.043155670166016,60.96052932739258,31.331104278564453,197.58016967773438,44.339447021484375,12.8217134475708,15.85275650024414,40.61545944213867,13.815742492675781,24.7332820892334,,,,110.77839660644531,,146.732177734375,19.414691925048828,35.05862045288086,12.468978881835938,56.468116760253906,12.860461235046387,14.930087089538574,36.909996032714844,29.805198669433594,,16.93700408935547,32.3193244934082,38.610198974609375,7.6407318115234375,23.308698654174805,23.320343017578125,11.945642471313477,0.5636240839958191,10.112452507019043,38.66400146484375,,15.143263816833496,7.844966888427734,31.374553680419922,39.56925582885742,,,14.065037727355957,,11.66477108001709,44.69850158691406
2008-02-01,74.41000366210938,3.7459752559661865,577.3995361328125,30.78921890258789,3.2235000133514404,32.004180908203125,60.67470932006836,28.201549530029297,168.2292938232422,45.43085861206055,14.750773429870605,15.781583786010742,42.27911376953125,13.476072311401367,26.863460540771484,,,,103.82340240478516,,124.95112609863281,16.823104858398438,34.150550842285156,13.624044418334961,60.02672576904297,12.171732902526855,14.698253631591797,36.22020721435547,25.785245895385742,,16.781984329223633,32.63901901245117,38.00426483154297,7.373574256896973,22.39859390258789,19.457462310791016,11.725543975830078,0.49027708172798157,9.644929885864258,39.310569763183594,,13.732366561889648,7.190916061401367,30.272199630737305,36.17582321166992,,,13.287663459777832,,11.400394439697266,45.38176727294922
2008-03-01,72.62410736083984,4.299690246582031,532.9180908203125,28.259525299072266,3.565000057220459,33.07856750488281,54.77211380004883,26.902891159057617,151.9810791015625,49.17440414428711,14.29382610321045,15.587470054626465,41.94477462768555,13.175724029541016,26.009735107421875,,,,117.00322723388672,,121.82794189453125,17.722877502441406,33.64949035644531,13.02226734161377,60.93365478515625,12.98763656616211,12.707032203674316,38.17285919189453,27.244199752807617,,17.473819732666016,33.86988830566406,38.60959243774414,2.238081216812134,19.187959671020508,20.380456924438477,13.244799613952637,0.4536038637161255,9.188584327697754,41.62120819091797,,13.622936248779297,7.907317638397217,31.211490631103516,26.74271011352539,,13.732345581054688,13.335226058959961,,12.11076545715332,44.30474853515625
2008-04-01,70.04621124267578,5.212066173553467,571.7622680664062,28.320404052734375,3.93149995803833,36.331939697265625,62.49778747558594,27.087343215942383,179.29794311523438,51.42929458618164,16.482234954833984,16.59040069580078,47.246826171875,14.516894340515137,26.88003921508789,,,,103.37761688232422,,140.9650115966797,18.414522171020508,35.42679214477539,13.241453170776367,63.87604904174805,13.649890899658203,12.225846290588379,39.479209899902344,30.22551727294922,,17.008359909057617,36.18373489379883,37.512046813964844,6.606698513031006,19.401945114135742,20.481000900268555,13.060463905334473,0.47102367877960205,8.828591346740723,39.82734680175781,,14.765292167663574,7.99196720123291,33.0767707824707,25.418397903442383,,18.376590728759766,14.143385887145996,,13.392626762390137,48.75197982788086
2008-05-01,82.1505126953125,5.655515670776367,445.52911376953125,29.781394958496094,4.080999851226807,35.20478820800781,60.95853805541992,24.540225982666016,155.3158721923828,52.144203186035156,17.860488891601562,17.28921127319336,48.72101974487305,14.607295989990234,27.84980583190918,,,,97.11803436279297,,130.18667602539062,17.49379539489746,35.557987213134766,13.44428539276123,68.49610137939453,14.214043617248535,12.716378211975098,39.273250579833984,27.498233795166016,,16.543216705322266,36.02584457397461,37.83399200439453,7.353253364562988,19.871183395385742,20.337371826171875,13.367424964904785,0.5661451816558838,8.4993257522583,39.45808792114258,,14.986825942993164,8.351027488708496,32.689579010009766,26.649206161499023,,19.017404556274414,14.304167747497559,,13.337194442749023,46.49430465698242
2008-06-01,72.09166717529297,5.0170063972473145,327.4640197753906,31.89850616455078,3.6665000915527344,28.61196517944336,48.6273078918457,17.223630905151367,120.4422607421875,46.57896423339844,16.852737426757812,15.050413131713867,49.03736114501953,12.622288703918457,25.86054039001465,,,,84.37763977050781,,129.07235717773438,14.974586486816406,30.120193481445312,12.630086898803711,62.98406982421875,13.250266075134277,10.983811378479004,38.12778854370117,21.941036224365234,,15.017749786376953,34.14317321777344,34.16654586791992,6.791684627532959,19.223430633544922,19.828420639038086,11.654703140258789,0.4290785491466522,7.7916951179504395,36.32773971557617,,12.335103034973145,7.051280975341797,28.48277473449707,20.448450088500977,,17.90534782409668,13.162668228149414,,13.036246299743652,46.37055969238281
2008-07-01,68.30697631835938,4.762620449066162,324.1903991699219,42.36222457885742,3.816999912261963,28.1942081451416,45.21630096435547,24.204360961914062,134.31175231933594,43.865745544433594,15.756060600280762,14.22866153717041,41.82990646362305,12.182938575744629,25.156005859375,,,,90.4295654296875,,135.8174591064453,15.364020347595215,30.455663681030273,12.820171356201172,68.00556945800781,13.68823528289795,13.067431449890137,40.57523727416992,25.982633590698242,,14.977176666259766,36.547664642333984,34.5593147277832,6.81586217880249,16.948278427124023,18.53823471069336,11.511848449707031,0.26221463084220886,8.326899528503418,39.117584228515625,,14.300984382629395,6.448498725891113,29.129247665405273,21.874011993408203,,16.088605880737305,12.656980514526367,,13.597585678100586,42.31913375854492
2008-08-01,65.02820587158203,5.0796308517456055,267.4416198730469,42.51103210449219,4.040500164031982,30.269779205322266,48.50893020629883,22.909534454345703,138.8294677734375,44.89658737182617,13.836878776550293,15.561578750610352,42.700531005859375,12.482852935791016,26.81373405456543,,,,89.82225799560547,,121.24164581298828,17.48519515991211,30.054298400878906,13.42684268951416,64.68449401855469,14.107707977294922,12.75158977508545,41.736724853515625,24.889789581298828,,15.142946243286133,37.8985595703125,35.15339279174805,7.043612480163574,18.375232696533203,19.669851303100586,11.89047908782959,0.28971970081329346,8.523138999938965,41.94111633300781,,15.724365234375,6.80576229095459,29.15566062927246,23.72020721435547,,16.713993072509766,13.218988418579102,,13.701969146728516,42.098140716552734
2008-09-01,45.94525909423828,3.4055962562561035,41.441612243652344,40.08955764770508,3.638000011444092,27.02767562866211,42.69614028930664,25.749326705932617,149.9416961669922,37.83171844482422,11.954748153686523,14.597477912902832,41.10961151123047,11.623353958129883,25.437816619873047,,,,81.51129913330078,,94.64495849609375,16.692169189453125,25.02562713623047,13.232248306274414,62.391868591308594,11.626167297363281,12.448225021362305,41.32190704345703,30.198833465576172,,15.378507614135742,37.94438934326172,33.77491760253906,6.645046710968018,16.257978439331055,19.314111709594727,13.12445068359375,0.2454824149608612,8.360042572021484,41.893035888671875,,15.445096015930176,5.939883232116699,29.84229850769043,19.77852439880371,,13.5382719039917,12.078509330749512,,13.94820785522461,41.07035446166992
2008-10-01,23.399940490722656,3.2237210273742676,24.01034927368164,40.508914947509766,2.861999988555908,20.978294372558594,39.025848388671875,18.137496948242188,99.79053497314453,24.24783706665039,7.647085189819336,11.498102188110352,37.182071685791016,9.876132011413574,21.47585105895996,,,,63.20176696777344,,68.395751953125,15.336528778076172,18.34008026123047,10.973904609680176,49.59449768066406,9.95020866394043,8.206886291503906,36.58612060546875,26.674564361572266,,12.904614448547363,35.62590789794922,31.7922420501709,6.5279622077941895,16.119604110717773,16.15902328491211,11.348016738891602,0.2007867395877838,8.029085159301758,38.79719161987305,,15.377537727355957,5.695224761962891,28.28877067565918,18.485410690307617,,12.206277847290039,11.167632102966309,,12.997980117797852,39.19823455810547
2008-11-01,21.894201278686523,2.776672124862671,25.267444610595703,37.56663131713867,2.134999990463257,17.872770309448242,31.73734474182129,12.194222450256348,61.36592102050781,26.281253814697266,7.069108963012695,10.702230453491211,39.380096435546875,6.866650104522705,18.66600227355957,,,,55.62146759033203,,58.5844841003418,15.024465560913086,16.780113220214844,10.113879203796387,43.52922058105469,8.565994262695312,5.919796943664551,34.93992614746094,20.63109016418457,,13.72762680053711,36.13019561767578,33.09259796142578,5.470017433166504,13.916508674621582,14.632119178771973,10.485543251037598,0.17121881246566772,7.448782920837402,38.93031311035156,,15.92337417602539,6.203680515289307,29.020097732543945,16.366552352905273,,11.591001510620117,12.488126754760742,,13.014291763305664,42.38718795776367
2008-12-01,23.228256225585938,2.557342767715454,19.73625946044922,39.06146240234375,2.563999891281128,14.223071098327637,32.005889892578125,10.565818786621094,49.670127868652344,28.640729904174805,7.906434059143066,10.546937942504883,37.187320709228516,5.585864067077637,18.806909561157227,,,,52.47919464111328,,62.589508056640625,14.965954780578613,19.982419967651367,10.403425216674805,45.145835876464844,9.178849220275879,5.73249626159668,35.982059478759766,20.546375274658203,,13.371749877929688,38.585330963134766,28.68050193786621,5.123037815093994,15.833152770996094,14.162979125976562,10.042495727539062,0.18497133255004883,8.171114921569824,37.399715423583984,,16.250080108642578,6.190650463104248,30.050607681274414,20.72110366821289,,11.589366912841797,12.966243743896484,,13.056206703186035,42.46072769165039
2009-01-01,16.06999969482422,2.7005670070648193,16.090713500976562,37.09992218017578,2.940999984741211,12.827601432800293,31.73586082458496,5.050178050994873,26.278526306152344,19.779874801635742,6.572640895843506,9.686360359191895,35.45289611816406,4.385505676269531,17.397829055786133,,,,40.05027770996094,,59.87498092651367,14.147336959838867,19.97024917602539,9.984148025512695,49.16366958618164,8.076887130737305,4.430539131164551,34.6950569152832,16.623477935791016,,12.618541717529297,35.99808120727539,26.81133460998535,5.7468485832214355,15.08446979522705,12.458172798156738,8.953285217285156,0.18222084641456604,6.726983547210693,32.971275329589844,,12.986469268798828,5.34785270690918,25.8680362701416,22.068742752075195,,10.904387474060059,11.424822807312012,,11.021590232849121,40.67888259887695
2009-02-01,12.8518705368042,2.675996780395508,5.2797627449035645,33.09569549560547,3.239500045776367,9.326589584350586,23.58249282836914,3.0316429138183594,11.13004207611084,15.949250221252441,6.915969371795654,9.427539825439453,30.521060943603516,2.7092514038085938,14.108394622802734,,,,28.09792709350586,,67.55126953125,13.726792335510254,16.330432891845703,8.340715408325195,49.36751174926758,7.976705551147461,2.764228582382202,30.070236206054688,15.07174301147461,,12.06617546081543,32.41812515258789,22.659305572509766,5.364655017852783,12.786133766174316,11.766054153442383,8.217239379882812,0.1897846907377243,5.6796441078186035,29.34617805480957,,12.496927261352539,5.264193534851074,24.201080322265625,15.307124137878418,,12.530654907226562,11.07164478302002,,11.517468452453613,36.11527633666992
